ID,Name,"Name (Smith & Trzaskoma)","Name (transliteration)","Name (Latinized)","Name in Latin texts","Alternative names","Identifying information","Type of entity","Type of entity ID","Agent/Coll.: gender","Agent/Coll.: gender ID","Collective (geneal.): children of","Collective (geneal.): children of ID","Collective (geneal.): divine father","Collective (geneal.): divine father ID"
8188243,"Entelides (son of Heracles)",Entelides,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8188244,"Eone (daughter of Thespios)",Eone,,,,,"daughter of Thespios",Agent,8160370,Female,9494773,,,,
8188245,"Eos Aurora (personification of the dawn)",Eos,,,Aurora,,"personification of the dawn",Agent,8160370,Male,9494774,,,,
8188246,"Epaphos (son of Zeus and Io)",Epaphos,,,,,"son of Zeus and Io",Agent,8160370,Male,9494774,,,,
8188247,"Epeios (builder of the Trojan horse)",Epeios,,,,,"builder of the Trojan horse",Agent,8160370,Male,9494774,,,,
8188248,"Ephialtes (giant)",Ephialtes,,,,,giant,Agent,8160370,Male,9494774,,,,
8188249,"Ephialtes (one of the Aloadai)",Ephialtes,,,,,"one of the Aloadai",Agent,8160370,Male,9494774,,,,
8188250,"Epicaste (daughter of Calydon)",Epicaste,,,,,"daughter of Calydon",Agent,8160370,Female,9494773,,,,
8188251,"Epicaste (daughter of Augeas)",Epicaste,,,,,"daughter of Augeas",Agent,8160370,Female,9494773,,,,
8188252,"Epicaste (wife of Oidipous)",Epicaste,,,,,"wife of Oidipous",Agent,8160370,Female,9494773,,,,
8188253,"Epidauros (son of Argos)",Epidauros,,,,,"son of Argos",Agent,8160370,Male,9494774,,,,
8188254,"Epilais (daughter of Thespios)",Epilais,,,,,"daughter of Thespios",Agent,8160370,Female,9494773,,,,
8188255,"Epilaos (son of Neleus)",Epilaos,,,,,"son of Neleus",Agent,8160370,Male,9494774,,,,
8188256,"Epimetheus (son of Iapetos and Asia)",Epimetheus,,,,,"son of Iapetos and Asia",Agent,8160370,Male,9494774,,,,
8188257,"Epistrophos (son of Iphitos)",Epistrophos,,,,,"son of Iphitos",Agent,8160370,Male,9494774,,,,
8188258,"Epistrophos (Trojan ally)",Epistrophos,,,,,"Trojan ally",Agent,8160370,Male,9494774,,,,
8188259,"Epopeus (marries Antiope)",Epopeus,,,,,"marries Antiope",Agent,8160370,Male,9494774,,,,
8188260,"Erasippos (son of Heracles)",Erasippos,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8188261,"Erato (Danaid)",Erato,,,,,Danaid,Agent,8160370,Female,9494773,,,,
8188262,"Erato (Nereid)",Erato,,,,,Nereid,Agent,8160370,Female,9494773,,,,
8188263,"Erato (Muse)",Erato,,,,,Muse,Agent,8160370,Female,9494773,,,,
8188264,"Erato (daughter of Thespios)",Erato,,,,,"daughter of Thespios",Agent,8160370,Female,9494773,,,,
8188265,"Erechtheus (son of Pandion)",Erechtheus,,,,,"son of Pandion",Agent,8160370,Male,9494774,,,,
8188266,"Erginos (king of the Minyans)",Erginos,,,,,"king of the Minyans",Agent,8160370,Male,9494774,,,,
8188267,"Erginos (Argonaut)",Erginos,,,,,Argonaut,Agent,8160370,Male,9494774,,,,
8188268,"Erichthonios (son of Hephaistos)",Erichthonios,,,,,"son of Hephaistos",Agent,8160370,Male,9494774,,,,
8188269,"Erichthonios (father of Tros)",Erichthonios,,,,,"father of Tros",Agent,8160370,Male,9494774,,,,
8188270,"Erigone (daughter of Icarios)",Erigone,,,,,"daughter of Icarios",Agent,8160370,Female,9494773,,,,
8188271,"Erigone (daughter of Aigisthos)",Erigone,,,,,"daughter of Aigisthos",Agent,8160370,Female,9494773,,,,
8188272,"the Erinyes the Eumenides (Furies)","the Erinyes",,,,"the Eumenides",Furies,"Collective (misc.)",8160371,,,,,,
8188273,"Eriphyle (wife of Amphiaraos)",Eriphyle,,,,,"wife of Amphiaraos",Agent,8160370,Female,9494773,,,,
8188274,"Eris (personification of strife and discord)",Eris,,,,,"personification of strife and discord",Agent,8160370,Female,9494773,,,,
8188275,"the Erymanthian Boar (boar captured by Heracles)","the Erymanthian Boar",,,,,"boar captured by Heracles",Agent,8160370,Male,9494774,,,,
8188276,"Erysichthon (son of Cerops)",Erysichthon,,,,,"son of Cerops",Agent,8160370,Male,9494774,,,,
8188277,"Erytheia (one of the Hesperides)",Erytheia,,,,,"one of the Hesperides",Agent,8160370,Female,9494773,,,,
8188278,"Erythras (son of Heracles)",Erythras,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8188279,"Erythrios (son of Athamas)",Erythrios,,,,,"son of Athamas",Agent,8160370,Male,9494774,,,,
8188280,"Eryx (king of the Elymoi in Italy)",Eryx,,,,,"king of the Elymoi in Italy",Agent,8160370,Male,9494774,,,,
8188281,"Eteoclos (son of Iphis)",Eteoclos,,,,,"son of Iphis",Agent,8160370,Male,9494774,,,,
8188282,"Eteocles (son of Oidipous)",Eteocles,,,,,"son of Oidipous",Agent,8160370,Male,9494774,,,,
8188283,"Eteoneus (suitor of Penelope)",Eteoneus,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8188284,"Ethodaia (daughter of Niobe)",Ethodaia,,,,,"daughter of Niobe",Agent,8160370,Female,9494773,,,,
8188285,"Euadne (wife of Argos)",Euadne,,,,,"wife of Argos",Agent,8160370,Female,9494773,,,,
8188286,"Euadne (wife of Capaneus)",Euadne,,,,,"wife of Capaneus",Agent,8160370,Female,9494773,,,,
8188287,"Euagoras (son of Neleus)",Euagoras,,,,,"son of Neleus",Agent,8160370,Male,9494774,,,,
8188288,"Euagoras (son of Priam)",Euagoras,,,,,"son of Priam",Agent,8160370,Male,9494774,,,,
8188289,"Euagore (Nereid)",Euagore,,,,,Nereid,Agent,8160370,Female,9494773,,,,
8188290,"Euaimon (father of Eurypylos)",Euaimon,,,,,"father of Eurypylos",Agent,8160370,Male,9494774,,,,
8188291,"Euaimon (son of Lycaon)",Euaimon,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8188292,"Euandros (son of Priam)",Euandros,,,,,"son of Priam",Agent,8160370,Male,9494774,,,,
8188293,"Euboia (daughter of Thespios)",Euboia,,,,,"daughter of Thespios",Agent,8160370,Female,9494773,,,,
8188294,"Eubote (daughter of Thespios)",Eubote,,,,,"daughter of Thespios",Agent,8160370,Female,9494773,,,,
8188295,"Euchenor (son of Aigyptos)",Euchenor,,,,,"son of Aigyptos",Agent,8160370,Male,9494774,,,,
8188296,"Eucrante (Nereid)",Eucrante,,,,,Nereid,Agent,8160370,Female,9494773,,,,
8188297,"Eudora (Nereid)",Eudora,,,,,Nereid,Agent,8160370,Female,9494773,,,,
8188298,"Euenorides (suitor of Penelope)",Euenorides,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8188299,"Euenos (son of Ares)",Euenos,,,,,"son of Ares",Agent,8160370,Male,9494774,,,,
8188300,"Eueres (father of Teiresias)",Eueres,,,,,"father of Teiresias",Agent,8160370,Male,9494774,,,,
8188301,"Eueres (son of Heracles)",Eueres,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8188302,"Eueres (son of Pterelaos)",Eueres,,,,,"son of Pterelaos",Agent,8160370,Male,9494774,,,,
8188303,"Euippe (Danaid, daughter of an Ethiopian woman)",Euippe,,,,,"Danaid, daughter of an Ethiopian woman",Agent,8160370,Female,9494773,,,,
8188304,"Euippe (Danaid, daughter of Polyxo)",Euippe,,,,,"Danaid, daughter of Polyxo",Agent,8160370,Female,9494773,,,,
8188305,"Euippos (son of Thestios)",Euippos,,,,,"son of Thestios",Agent,8160370,Male,9494774,,,,
8188306,"Eulimene (Nereid)",Eulimene,,,,,Nereid,Agent,8160370,Female,9494773,,,,
8188307,"Eumaios (slave of Odysseus)",Eumaios,,,,,"slave of Odysseus",Agent,8160370,Male,9494774,,,,
8188308,"Eumedes (son of Heracles)",Eumedes,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8188309,"Eumedes (son of Melas)",Eumedes,,,,,"son of Melas",Agent,8160370,Male,9494774,,,,
8188310,"Eumelos (son of Admetos)",Eumelos,,,,,"son of Admetos",Agent,8160370,Male,9494774,,,,
8188311,"Eumelos (father of Dolon)",Eumelos,,,,,"father of Dolon",Agent,8160370,Male,9494774,,,,
8188312,"Eumelos (suitor of Penelope)",Eumelos,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8188313,"Eumetes (son of Lycaon)",Eumetes,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8188314,"Eumolpe (Nereid)",Eumolpe,,,,,Nereid,Agent,8160370,Female,9494773,,,,
8188315,"Eumolpos Eumolpus (Heracles' host in Eleusis)",Eumolpos,,Eumolpus,,,"Heracles' host in Eleusis",Agent,8160370,Male,9494774,,,,
8188316,"Eumolpos (a fluteplayer)",Eumolpos,,,,,"a fluteplayer",Agent,8160370,Male,9494774,,,,
8188317,"Eumon (son of Lycaon)",Eumon,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8188318,"Euneos (son of Jason)",Euneos,,,,,"son of Jason",Agent,8160370,Male,9494774,,,,
8188319,"Eunice (Nereid)",Eunice,,,,,Nereid,Agent,8160370,Female,9494773,,,,
8188320,"Eunomia (one of the Horai)",Eunomia,,,,,"one of the Horai",Agent,8160370,Female,9494773,,,,
8188321,"Eunomos (son of Architeles)",Eunomos,,,,,"son of Architeles",Agent,8160370,Male,9494774,,,,
8188322,"Eupalamos (father of Daidalos)",Eupalamos,,,,,"father of Daidalos",Agent,8160370,Male,9494774,,,,
8188323,"Euphemos (son of Troizenos)",Euphemos,,,,,"son of Troizenos",Agent,8160370,Male,9494774,,,,
8188324,"Euphemos (Argonaut, Calydonian boar hunter)",Euphemos,,,,,"Argonaut, Calydonian boar hunter",Agent,8160370,Male,9494774,,,,
8188325,"Euphorbos (Trojan warrior)",Euphorbos,,,,,"Trojan warrior",Agent,8160370,Male,9494774,,,,
8188326,"Euphrosyne (one of the Charites)",Euphrosyne,,,,,"one of the Charites",Agent,8160370,Female,9494773,,,,
8188327,"Eupinytos (son of Niobe)",Eupinytos,,,,,"son of Niobe",Agent,8160370,Male,9494774,,,,
8188328,"Europa (abducted by Zeus)",Europa,,,,,"abducted by Zeus",Agent,8160370,Female,9494773,,,,
8188329,"Europe (mother of some Danaids)",Europe,,,,,"mother of some Danaids",Agent,8160370,Female,9494773,,,,
8188330,"Eurotas (son of Lelex)",Eurotas,,,,,"son of Lelex",Agent,8160370,Male,9494774,,,,
8188331,"Euryale (Gorgon)",Euryale,,,,,Gorgon,Agent,8160370,Female,9494773,,,,
8188332,"Euryale (mother of Orion)",Euryale,,,,,"mother of Orion",Agent,8160370,Female,9494773,,,,
8188333,"Euryalos (son of Mecisteus, Argonaut, one of the Epigonoi, Greek leader at Troy)",Euryalos,,,,,"son of Mecisteus, Argonaut, one of the Epigonoi, Greek leader at Troy",Agent,8160370,Male,9494774,,,,
8188334,"Euryalos (son of Melas)",Euryalos,,,,,"son of Melas",Agent,8160370,Male,9494774,,,,
8188335,"Euryalos (suitor of Penelope)",Euryalos,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8188336,"Eurybia (daughter of Pontos)",Eurybia,,,,,"daughter of Pontos",Agent,8160370,Female,9494773,,,,
8188337,"Eurybia (daughter of Thespios)",Eurybia,,,,,"daughter of Thespios",Agent,8160370,Female,9494773,,,,
8188338,"Eurybios (son of Neleus)",Eurybios,,,,,"son of Neleus",Agent,8160370,Male,9494774,,,,
8188339,"Eurybios (son of Eurystheus)",Eurybios,,,,,"son of Eurystheus",Agent,8160370,Male,9494774,,,,
8188340,"Eurycapys (son of Heracles)",Eurycapys,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8188341,"Eurydamas (Argonaut)",Eurydamas,,,,,Argonaut,Agent,8160370,Male,9494774,,,,
8188342,"Eurydamas (son of Aigyptos)",Eurydamas,,,,,"son of Aigyptos",Agent,8160370,Male,9494774,,,,
8188343,"Eurydice (wife of Orpheus)",Eurydice,,,,,"wife of Orpheus",Agent,8160370,Female,9494773,,,,
8188344,"Eurydice (wife of Acrisios)",Eurydice,,,,,"wife of Acrisios",Agent,8160370,Female,9494773,,,,
8188345,"Eurydice (wife of Lycourgos)",Eurydice,,,,,"wife of Lycourgos",Agent,8160370,Female,9494773,,,,
8188346,"Eurydice (Danaid)",Eurydice,,,,,Danaid,Agent,8160370,Female,9494773,,,,
8188347,"Eurydice (daughter of Adrastos)",Eurydice,,,,,"daughter of Adrastos",Agent,8160370,Female,9494773,,,,
8188348,"Euryganeia (daughter of Hyperphas)",Euryganeia,,,,,"daughter of Hyperphas",Agent,8160370,Female,9494773,,,,
8188349,"Eurylochos (companion of Odysseus)",Eurylochos,,,,,"companion of Odysseus",Agent,8160370,Male,9494774,,,,
8188350,"Eurylochos (son of Aigyptos)",Eurylochos,,,,,"son of Aigyptos",Agent,8160370,Male,9494774,,,,
8188351,"Eurylochos (suitor of Penelope)",Eurylochos,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8188352,"Eurymede (mother of Bellerophontes)",Eurymede,,,,,"mother of Bellerophontes",Agent,8160370,Female,9494773,,,,
8188353,"Eurymedon (son of Minos)",Eurymedon,,,,,"son of Minos",Agent,8160370,Male,9494774,,,,
8188354,"Eurymenes (son of Neleus)",Eurymenes,,,,,"son of Neleus",Agent,8160370,Male,9494774,,,,
8188355,"Eurynome (Oceanid, mother of Charites)",Eurynome,,,,,"Oceanid, mother of Charites",Agent,8160370,Female,9494773,,,,
8188356,"Eurynome (wife of Lycourgos)",Eurynome,,,,,"wife of Lycourgos",Agent,8160370,Female,9494773,,,,
8188357,"Eurynomos (suitor of Penelope)",Eurynomos,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8188358,"Euryope (daughter of Thespios)",Euryope,,,,,"daughter of Thespios",Agent,8160370,Female,9494773,,,,
8188359,"Eurypyle (daughter of Thespios)",Eurypyle,,,,,"daughter of Thespios",Agent,8160370,Female,9494773,,,,
8188360,"Eurypylos (Greek leader at Troy)",Eurypylos,,,,,"Greek leader at Troy",Agent,8160370,Male,9494774,,,,
8188361,"Eurypylos (Trojan ally)",Eurypylos,,,,,"Trojan ally",Agent,8160370,Male,9494774,,,,
8188362,"Eurypylos (son of Heracles)",Eurypylos,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8188363,"Eurypylos (king of Cos)",Eurypylos,,,,,"king of Cos",Agent,8160370,Male,9494774,,,,
8188364,"Eurypylos (son of Temenos)",Eurypylos,,,,,"son of Temenos",Agent,8160370,Male,9494774,,,,
8188365,"Eurypylos (son of Thestios)",Eurypylos,,,,,"son of Thestios",Agent,8160370,Male,9494774,,,,
8188366,"Eurypylos (suitor of Penelope)",Eurypylos,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8188367,"Eurysthenes (one of the Heracleidai)",Eurysthenes,,,,,"one of the Heracleidai",Agent,8160370,Male,9494774,,,,
8188368,"Eurystheus (assigns Heracles his Labors)",Eurystheus,,,,,"assigns Heracles his Labors",Agent,8160370,Male,9494774,,,,
8188369,"Eurystratos (suitor of Penelope)",Eurystratos,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8188370,"Euryte (daughter of Hippodamas)",Euryte,,,,,"daughter of Hippodamas",Agent,8160370,Female,9494773,,,,
8188371,"Euryte (mother of Halirrhothios)",Euryte,,,,,"mother of Halirrhothios",Agent,8160370,Female,9494773,,,,
8188372,"Eurytele (daughter of Thespios)",Eurytele,,,,,"daughter of Thespios",Agent,8160370,Female,9494773,,,,
8188373,"Eurythemis (daughter of Cleoboia)",Eurythemis,,,,,"daughter of Cleoboia",Agent,8160370,Female,9494773,,,,
8188374,"Eurytion (centaur)",Eurytion,,,,,centaur,Agent,8160370,Male,9494774,,,,
8188375,"Eurytion (Argonaut)",Eurytion,,,,,Argonaut,Agent,8160370,Male,9494774,,,,
8188376,"Eurytion (herdsman of Geryones)",Eurytion,,,,,"herdsman of Geryones",Agent,8160370,Male,9494774,,,,
8188377,"Eurytos (giant)",Eurytos,,,,,giant,Agent,8160370,Male,9494774,,,,
8188378,"Eurytos (Argonaut, Calydonian boar hunter)",Eurytos,,,,,"Argonaut, Calydonian boar hunter",Agent,8160370,Male,9494774,,,,
8188379,"Eurytos (king of Oichalia)",Eurytos,,,,,"king of Oichalia",Agent,8160370,Male,9494774,,,,
8188380,"Eurytos (taught Heracles archery)",Eurytos,,,,,"taught Heracles archery",Agent,8160370,Male,9494774,,,,
8188381,"Eurytos Eurytus (conjoined twin, son of Actor)",Eurytos,,Eurytus,,,"conjoined twin, son of Actor",Agent,8160370,Male,9494774,,,,
8188382,"Eurytos (son of Hippocoon)",Eurytos,,,,,"son of Hippocoon",Agent,8160370,Male,9494774,,,,
8188383,"Eusoros (father of Acamas)",Eusoros,,,,,"father of Acamas",Agent,8160370,Male,9494774,,,,
8188384,"Euteiches (son of Hippocoon)",Euteiches,,,,,"son of Hippocoon",Agent,8160370,Male,9494774,,,,
8188385,"Euterpe (Muse)",Euterpe,,,,,Muse,Agent,8160370,Female,9494773,,,,
8188386,"Euxanthios (son of Minos)",Euxanthios,,,,,"son of Minos",Agent,8160370,Male,9494774,,,,
8188387,"Exole (daughter of Thespios)",Exole,,,,,"daughter of Thespios",Agent,8160370,Female,9494773,,,,
8188388,"Ge (personification of Earth)",Ge,,,,,"personification of Earth",Agent,8160370,Female,9494773,,,,
8188389,"Gyes (Hundred-hander)",Gyes,,,,,Hundred-hander,Agent,8160370,Male,9494774,,,,
8188390,"Hera Juno (Olympian god)",Hera,,,Juno,,"Olympian god",Agent,8160370,Male,9494774,,,,
8188391,"Hestia Vesta (Olympian god)",Hestia,,,Vesta,,"Olympian god",Agent,8160370,Male,9494774,,,,
8188392,"Hyperion (Titan)",Hyperion,,,,,Titan,Agent,8160370,Male,9494774,,,,
8188393,"Iapetos Iapetus (Titan)",Iapetos,,Iapetus,,,Titan,Agent,8160370,Male,9494774,,,,
8188394,"Ida (Nurse of Zeus)",Ida,,,,,"Nurse of Zeus",Agent,8160370,Female,9494773,,,,
8188395,"Megaira (Erinys)",Megaira,,,,,Erinys,Agent,8160370,Female,9494773,,,,
8188396,"Melisseus (father of Adrasteia and Ida)",Melisseus,,,,,"father of Adrasteia and Ida",Agent,8160370,Male,9494774,,,,
8188397,"Mnemosyne (Titan, personification of Memory)",Mnemosyne,,,,,"Titan, personification of Memory",Agent,8160370,Male,9494774,,,,
8188399,"Oceanos (Titan, personification of Ocean)",Oceanos,,,,,"Titan, personification of Ocean",Agent,8160370,Male,9494774,,,,
8188400,"Ouranos (Father of Kronos)",Ouranos,,,,,"Father of Kronos",Agent,8160370,Male,9494774,,,,
8188401,"Phoibe (Titan)",Phoibe,,,,,Titan,Agent,8160370,Female,9494773,,,,
8188402,"Plouton Pluto (Underworld god)",Plouton,,,,Pluto,"Underworld god",Agent,8160370,Male,9494774,,,,
8188403,"Poseidon Neptune (Olympian god)",Poseidon,,,Neptune,,"Olympian god",Agent,8160370,Male,9494774,,,,
8188404,"Hades (Underworld god)",Hades,,,,,"Underworld god",Agent,8160370,Male,9494774,,,,
8188405,"Rhea (Titan)",Rhea,,,,,Titan,Agent,8160370,Female,9494773,,,,
8188406,"Steropes (Cyclops, son of Ouranos)",Steropes,,,,,"Cyclops, son of Ouranos",Agent,8160370,Male,9494774,,,,
8188408,"Tethys (Titan)",Tethys,,,,,Titan,Agent,8160370,Female,9494773,,,,
8188416,"Theia (Titan)",Theia,,,,,Titan,Agent,8160370,Female,9494773,,,,
8188417,"Themis (Titan)",Themis,,,,,Titan,Agent,8160370,Female,9494773,,,,
8188418,"Tisiphone (Erinys)",Tisiphone,,,,,Erinys,Agent,8160370,Female,9494773,,,,
8188419,"Zeus (Olympian god)",Zeus,,,,,"Olympian god",Agent,8160370,Male,9494774,,,,
8188420,"Galateia (Nereid)",Galateia,,,,,Nereid,Agent,8160370,Female,9494773,,,,
8188421,"Ganymedes (son of Tros, kidnapped by Zeus)",Ganymedes,,,,,"son of Tros, kidnapped by Zeus",Agent,8160370,Male,9494774,,,,
8188422,"Gelanor (king of Argos)",Gelanor,,,,,"king of Argos",Agent,8160370,Male,9494774,,,,
8188423,"Genetor (son of Lycaon)",Genetor,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8188424,"Geraistos (Cyclops)",Geraistos,,,,,Cyclops,Agent,8160370,Male,9494774,,,,
8188425,"Geryones (son of Chrysaor)",Geryones,,,,,"son of Chrysaor",Agent,8160370,Male,9494774,,,,
8188426,"the Giants (Giants)","the Giants",,,,,Giants,"Collective (misc.)",8160371,,,,,,
8188427,"Glauce Creusa (daughter of Creon)",Glauce,,,,Creusa,"daughter of Creon",Agent,8160370,Female,9494773,,,,
8188428,"Glauce (Danaid)",Glauce,,,,,Danaid,Agent,8160370,Female,9494773,,,,
8188429,"Glauce (daughter of Cychreus)",Glauce,,,,,"daughter of Cychreus",Agent,8160370,Female,9494773,,,,
8188430,"Glaucippe (Danaid)",Glaucippe,,,,,Danaid,Agent,8160370,Female,9494773,,,,
8188431,"Glauconome (Nereid)",Glauconome,,,,,Nereid,Agent,8160370,Female,9494773,,,,
8188432,"Glaucos (mortal father of Bellerophontes)",Glaucos,,,,,"mortal father of Bellerophontes",Agent,8160370,Male,9494774,,,,
8188433,"Glaucos (son of Hippolochos, Trojan ally)",Glaucos,,,,,"son of Hippolochos, Trojan ally",Agent,8160370,Male,9494774,,,,
8188434,"Glaucos (son of Minos)",Glaucos,,,,,"son of Minos",Agent,8160370,Male,9494774,,,,
8188435,"Glaucos (son of Priam)",Glaucos,,,,,"son of Priam",Agent,8160370,Male,9494774,,,,
8188436,"Glaucos (suitor of Penelope)",Glaucos,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8188437,"Glenos (son of Heracles)",Glenos,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8188438,"Gorge (daughter of Oineus)",Gorge,,,,,"daughter of Oineus",Agent,8160370,Female,9494773,,,,
8188439,"Gorge (Danaid)",Gorge,,,,,Danaid,Agent,8160370,Female,9494773,,,,
8188440,"Gorgophone (daughter of Perseus)",Gorgophone,,,,,"daughter of Perseus",Agent,8160370,Female,9494773,,,,
8188441,"Gorgophone (Danaid)",Gorgophone,,,,,Danaid,Agent,8160370,Female,9494773,,,,
8188442,"Gorgophonos (son of Electryon)",Gorgophonos,,,,,"son of Electryon",Agent,8160370,Male,9494774,,,,
8188443,"Gorgyra (mother of Ascalaphos)",Gorgyra,,,,,"mother of Ascalaphos",Agent,8160370,Female,9494773,,,,
8188444,"Gorgythion (son of Priam)",Gorgythion,,,,,"son of Priam",Agent,8160370,Male,9494774,,,,
8188445,"Gouneus (Greek leader at Troy)",Gouneus,,,,,"Greek leader at Troy",Agent,8160370,Male,9494774,,,,
8188446,"Gouneus (father of Laonome)",Gouneus,,,,,"father of Laonome",Agent,8160370,Male,9494774,,,,
8188447,"Gration (Giant)",Gration,,,,,Giant,Agent,8160370,Male,9494774,,,,
8188449,"Hagios (suitor of Penelope)",Hagios,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8188450,"Hagnias (father of Tiphys)",Hagnias,,,,,"father of Tiphys",Agent,8160370,Male,9494774,,,,
8188451,"Haimon Haemon (son of Creon)",Haimon,,,Haemon,,"son of Creon",Agent,8160370,Male,9494774,,,,
8188452,"Haimon (son of Lycaon)",Haimon,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8188453,"Haimonios (father of Amaltheia)",Haimonios,,,,,"father of Amaltheia",Agent,8160370,Male,9494774,,,,
8188454,"Halie (Nereid)",Halie,,,,,Nereid,Agent,8160370,Female,9494773,,,,
8188455,"Halimede (Nereid)",Halimede,,,,,Nereid,Agent,8160370,Female,9494773,,,,
8188456,"Halios (suitor of Penelope)",Halios,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
